0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.8642845,1.1191541,0.0,0.0,2.738108,0.0,0.2555421,0.71120465,0.39515972,0.0,0.0,0.7184091,1.7777135,0.100182846,0.0,0.09357299,0.0,0.0,0.0,0.0,1.7230356,0.0,1.6420317,0.4682246,0.0028364304,0.9557092,0.062446635,0.09174394,0.0,0.0,0.35481414,0.0,0.0,0.0,1.3137352,0.0,0.0,0.0,0.0,0.9072948,0.7326286,1.2178816,0.26293278,0.0,3.6011395,2.3689222,0.2706578,2.8115082,2.2441223,1.090386,0.0,0.0,0.0,2.1778595,0.0,0.0,1.6279353,2.0791845,0.23669302,0.0,0.065096386,0.579336,0.22216779,0.637677,0.7646624,0.0,0.0,3.9744606,0.0,0.0,2.1129792,0.0,0.0,2.0440683,0.03344373,0.0,0.0,0.0,0.22254229,0.0,2.0449424,0.0,0.0,0.0,2.9945972,0.0,1.833903,0.91429263,0.0,2.9758599,0.3288763,0.0,0.0,0.0,0.33429897,2.0960002,0.84405255,0.0,0.0
1.8640459,0.0,0.0,0.0,0.0,0.0,0.0,0.26144198,0.0,0.0,1.4563926,0.0,0.0,0.0,0.0,0.0,0.1343595,1.6788462,0.0,0.0,0.36057124,0.0,0.0,0.0,0.0,0.0,0.0,0.32848537,0.0,0.2535786,0.0,1.6867715,0.0,0.79789394,0.0,0.0,1.1905073,0.0,0.0,0.0,0.0,0.3698655,0.0,0.06593257,0.3823042,0.0,0.52972275,0.0,0.3555077,0.0,0.0,0.0,0.70685035,0.0,1.0423849,0.0,0.0,0.0,0.0,1.2700258,0.4533268,1.2635292,0.0,0.31880414,0.0,0.81479204,0.14786531,0.9602393,0.0,0.0,0.72691447,0.036339026,0.0,0.580003,0.0,0.0,0.25721732,0.6807238,0.5461189,0.0,0.020519521,0.0,0.0,0.9805601,0.0,0.0,0.0,0.0,0.06177753,0.0,0.0,0.0,0.0,0.02143094,0.0,0.0,0.0,0.0,0.0,0.22551154
1.3917361,0.26678985,0.0,0.29956234,0.0,0.39144382,0.0,1.294645,0.0,0.0,0.92205435,0.0,0.0,0.0,0.26433262,0.0,0.8132246,2.993996,0.0,0.0,0.4106119,0.0,0.0,0.0,0.0,0.0,0.0,0.4118165,0.0,0.0,0.0,1.5325222,0.0,0.7946002,0.0,0.0,1.953011,0.3818497,0.0,0.0,0.09498554,0.1408578,0.81387013,0.64855313,0.12327315,0.34416264,0.4280653,0.0,0.0,0.0,0.0,0.0,0.6318125,0.71841407,0.78195167,0.0,0.0,0.0,0.26987916,1.3597543,1.1581644,0.9436501,0.0,0.15975301,0.3497591,1.7222252,0.667207,1.6462601,0.0,0.0,1.1944438,0.0,0.0,0.9834072,0.0,0.82013524,0.9902717,0.87113345,0.7706618,0.0,0.90475124,0.0,0.0,0.82694364,0.0,0.0,0.0,0.0,0.30208272,0.0,0.22491255,0.7665953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63089395,0.05111395,0.0,0.0,0.0,0.0,0.0,0.8722106,0.6834868,0.0,0.0082439175,0.0,0.5752186,0.4080012,0.30516395,0.0,1.313273,0.18607947,0.0,0.0,0.08864562,0.0,0.0,0.0,0.0,0.35316765,0.040535968,0.12988634,0.00182844,0.99218017,0.0,0.14329611,0.0,0.0,0.0,0.0,0.9841347,0.0,0.0,0.0,0.0,0.7174465,0.57789457,0.5649532,0.0,0.33475462,0.87995327,0.0,0.0,0.0,0.0,0.15148753,0.09351077,0.7027243,0.0,0.17669547,0.0,0.0,0.51461077,0.0,0.13467662,0.0,0.50924,0.0,0.0,0.9885359,0.0,0.0,0.4863294,0.0,0.35995594,0.7290585,0.8448982,0.25958782,1.2913661,0.28523248,0.0,0.0,0.0,0.0,0.0,0.0,0.18768395,0.15874673,0.0,0.74192005,0.0,0.08926655,0.35878295,0.27615222,0.05185122,0.0,0.0,0.7030542,0.0,0.58149946,0.0,0.0,0.0,0.0
0.5367428,0.49415427,0.076271184,0.5064214,0.0,0.0,0.0,0.33362237,0.37954327,0.0,0.0,0.0,0.0,0.22108522,0.0009354935,0.089928634,0.0,0.76643956,0.0,0.0,0.26983434,0.0,0.0,0.6577979,0.3207891,0.10265349,0.23405841,0.43712932,0.04167966,0.0,0.0,0.0,0.13009837,0.0,0.0,0.0,0.13661897,0.6649059,0.0010047061,0.7553107,0.138491,0.39947933,0.14630717,0.0,0.0,0.13731112,0.18947749,0.0,0.4229542,0.3598853,0.13349974,0.13557935,0.32670552,0.0,0.0,0.0,0.0,0.0,0.0,0.30851296,0.5211129,0.19544533,0.14644095,0.5635488,0.0,0.8067533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925667,0.386887,0.0,0.0,0.07405883,0.0,0.0,0.0,0.0,0.3252656,0.16186635,0.54887706,0.0,0.18805717,0.0,0.0,0.0,0.0,0.056304704,0.0,0.0,0.39406213,0.083144486,0.029293034,0.09809143,0.0,0.04935769
2.7039962,0.36123943,0.0,0.0,0.0,0.23346858,0.0,0.48202616,0.48930055,0.0,1.5676161,0.0,0.18254212,0.0,0.6091374,0.0,0.0,2.0081942,0.0,0.2318644,0.91922814,0.0,0.0,0.0,0.18836759,0.0,0.0,1.6253258,0.0,0.0,0.0,2.0936084,0.0,1.4315429,0.0,0.0,1.9584162,0.0,0.0,0.0,0.0,0.48134986,0.18447156,0.67510647,0.0,0.64938164,0.57240784,0.0,0.0,0.0,0.13028753,0.24907196,1.212974,0.0,0.68106043,0.0,0.0,0.0,0.0,1.3106107,0.7870368,2.0154932,0.31848285,0.77221763,0.0,1.2456932,0.14754128,1.336651,0.0,0.0,1.5061452,0.041111585,0.0,1.1004356,0.0,0.33685735,0.50643104,1.0629909,0.1807457,0.0,0.586436,0.0,0.7328524,1.1820741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26040563,0.0,0.0,0.0,0.35917482,0.0,0.0,0.0,0.0
0.4347399,0.30318964,0.29961845,0.0,0.0,0.7413572,0.0,1.083599,0.0,0.0,0.0,0.0,0.21659774,0.063280135,0.0,1.0887178,0.054012988,0.0,0.0,0.0,0.0,0.37072933,0.0,1.1495677,0.7362621,0.0,1.5417901,0.0,0.5448272,0.0,0.0,0.0,0.0,0.0,0.0,0.922053,0.14552197,0.0,0.0,0.86380154,0.0,0.8361668,0.66538686,0.13765748,0.0,1.2035338,1.5924462,0.0,0.48006245,0.0,0.9575617,0.0,0.0,0.0,0.77624846,0.0,0.0,0.16783705,1.657389,1.1439186,0.0,0.0,0.0,0.0,0.826119,0.82834387,0.0,0.0,0.96699274,0.0,0.0,0.6285704,0.0,0.14587115,1.2873845,0.072373934,0.0,0.0,0.0,0.42172745,0.0,0.21165708,0.0,0.0,0.0,0.15988725,0.0,0.0,0.0,0.0,0.44624177,0.0,0.0,0.0,0.0,0.0,1.3740125,0.9053348,0.0,0.0
2.1854672,0.2647593,0.0,0.0,0.0,0.23554629,0.0,0.79005593,0.0,0.0,0.20669739,0.0,0.0,0.0,0.0,0.0,0.91976917,0.47060806,0.0,0.0,0.52419215,0.16487096,0.0,0.0,0.0,0.32752198,0.0,0.6101243,0.0,0.716884,0.20384371,0.2635628,0.0,0.015160741,0.0,0.0,1.8831254,0.0,0.0,0.0,0.0,0.0,0.66773564,0.0,0.0,0.16679823,0.5966443,0.0,0.0,0.2553214,0.0,0.0,0.8531319,0.8035882,0.5818881,0.0,0.0,0.0,0.0,0.15025191,0.7274325,0.79794097,0.9966327,0.15620647,0.0,1.2362492,0.29449743,0.27503264,0.0,0.0,0.19889857,0.3940835,0.0,1.0865159,0.68893856,0.29482177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73327166,0.0,0.16661935,0.019793883,0.9017349,0.0,0.35998654,0.12941937,0.0,0.0,0.38725334,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.38009351,0.32222548,0.28171906,1.1101898,0.0,0.5568458,0.60387105,0.46395278,0.0,0.0,0.22690976,0.0,0.8048645,0.73836035,0.0,0.0,0.0,0.0,0.0,0.5856151,0.0,0.6213256,0.0,0.0,0.5795315,0.13730338,0.47615257,0.0,0.0,0.0,0.0,0.0,0.0,0.5336204,0.0,0.4329532,0.0,0.0,0.0,0.22689554,0.4233049,0.47893736,0.0,1.0791712,0.89987254,0.0,0.42303333,0.718954,0.36110774,0.0,0.0,0.0,0.62241447,0.0,0.0,0.1527964,0.20719263,0.03480419,0.0,0.32992002,0.017922213,0.0,0.3904905,0.9417386,0.0,0.0005243102,0.60619235,0.0,0.0,0.053787645,0.0,0.087754816,0.939652,0.0,0.0,0.0,0.0,0.25632903,0.0,0.15673725,0.0,0.0,0.0,1.2897168,0.0,0.19025594,0.0,0.0,0.7186608,0.78321826,0.0,0.0,0.0,0.19550444,0.84704626,0.28380805,0.0,0.028002976
1.8848871,0.2729824,0.0,0.0,0.0,0.10232596,0.0,0.38042718,0.0,0.0,0.5982437,0.0,0.16508187,0.0,0.1862862,0.65001875,0.0,1.447723,0.0,0.05848283,1.0065985,0.0,0.0,0.0,0.055654712,0.0,0.0,1.1446991,0.0,0.56647086,0.0,1.7223284,0.0,1.4139676,0.0,0.0,0.9505232,0.0,0.0,0.0,0.0,1.04064,0.2601733,0.0,0.0,0.19187653,0.6880546,0.0,0.2502164,0.1332408,0.099882744,0.0,1.272623,0.048624836,0.79702485,0.061260626,0.0,0.0,0.0,1.2871805,0.573148,2.1993804,0.0,0.7884239,0.0,1.0718436,0.055621486,1.2097309,0.0,0.0,1.8876612,0.0,0.0,1.0232943,0.0,0.39642423,0.0,0.67757773,0.0,0.0,0.0,0.0,0.0,1.3019128,0.0,0.0,0.0,0.40975457,0.0,0.24135165,0.07864545,0.23954311,0.0,0.0,0.0,0.55367017,0.32578942,0.0,0.0,0.0
