"full_name","a","e","i","om","w","q","ad","per.y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T"
"  2778 Tangshan (1979 XP)",2.282,0.1210,4.61,91.92,286.49,2.006,2.56,3.45,26705,0,2918,,,13.25,12.545,,0.044,3.461,,,,,Cb,
"  2789 Foshan (1956 XA)",2.227,0.1640,3.82,242.68,141.26,1.862,2.59,3.32,41920,0,2917,,,13.67,4.766,,0.264,,,,,,S,
"  2791 Paradise (1977 CA)",2.396,0.1730,31.09,336.05,165.66,1.982,2.81,3.71,16425,0,2489,,,12.44,8.384,,0.247,9.81,,,,,Sa,SU
"  2795 Lepage (1979 YM)",2.296,0.0292,6.04,213.33,286.68,2.229,2.36,3.48,17429,0,3491,,,13.00,5.882,,0.353,40.362,,,,,V,
"  2801 Huygens (1935 SU1)",2.803,0.1713,9.55,34.10,314.47,2.323,3.28,4.69,31516,0,3180,,,11.94,11.525,,0.204,,,,,,S,
"  2807 Karl Marx (1969 TH6)",2.793,0.1832,7.87,28.25,93.06,2.281,3.31,4.67,35776,0,2729,,,12.81,16.866,,0.057,8.81893,,,,,C,
"  2809 Vernadskij (1978 QW2)",2.429,0.1798,2.47,357.15,348.58,1.992,2.87,3.79,26202,0,2697,,,13.62,12.014,,0.037,7.919,,0.648,0.243,,B,BFX
"  2813 Zappala (1981 WZ)",3.136,0.1539,14.76,231.77,247.37,2.653,3.62,5.55,26586,0,3233,,,11.01,32.040,,0.044,18.231,,,,,T,
"  2816 Pien (1982 SO)",2.726,0.1889,7.71,93.65,264.93,2.211,3.24,4.5,24037,0,4342,,,12.07,28.256,,0.042,80.315,,,,,B,
"  2818 Juvenalis (2580 P-L)",2.376,0.1502,2.96,60.92,100.58,2.019,2.73,3.66,22256,0,2638,,,14.15,3.911,,0.284,3.640494,,,,,S,
"  2827 Vellamo (1942 CC)",2.308,0.0316,8.63,345.46,206.49,2.236,2.38,3.51,34288,0,3114,,,12.24,9.301,,0.324,3.7386,,,,,S,
"  2834 Christy Carol (1980 TB4)",2.54,0.1604,6.43,208.35,280.02,2.132,2.95,4.05,26151,0,3315,,,11.96,11.417,,0.237,12.79,,,,,S,
"  2840 Kallavesi (1941 UP)",2.398,0.0932,8.51,59.04,263.80,2.175,2.62,3.71,29119,0,3155,,,12.67,7.701,,0.231,,,,,,Sl,
"  2850 Mozhaiskij (1978 TM7)",2.45,0.0502,7.85,106.13,345.90,2.327,2.57,3.83,30596,0,3357,,,12.71,7.038,,0.149,7.83,,,,,Ld,
"  2851 Harbin (1978 UQ2)",2.479,0.1216,8.54,50.30,16.46,2.178,2.78,3.9,31486,0,2544,,,12.30,8.838,,0.358,5.414,,,,,V,
"  2852 Declercq (1981 QU2)",2.785,0.0854,1.70,110.10,257.29,2.547,3.02,4.65,26163,0,3307,,,12.79,12.871,,0.097,,,,,,Ch,
"  2855 Bastian (1931 TB2)",2.453,0.1691,8.15,339.03,100.56,2.038,2.87,3.84,32749,0,2520,,,13.30,9.022,,0.105,3.516,,,,,Sl,
"  2857 NOT (1942 DA)",2.401,0.0948,5.73,149.82,331.21,2.174,2.63,3.72,29078,0,3093,,,12.63,9.313,,0.169,5.6353,,,,,T,
"  2861 Lambrecht (1981 VL2)",2.472,0.0724,4.04,188.44,226.43,2.293,2.65,3.89,23047,0,2938,,,12.83,16.576,,0.070,,,,,,Xc,
"  2864 Soderblom (1983 AZ)",2.752,0.1473,3.14,135.16,11.45,2.347,3.16,4.56,24480,0,3034,,,13.07,15.570,,0.058,,,,,,Ch,
"  2872 Gentelec (1981 RU)",2.745,0.1184,2.87,241.24,239.40,2.420,3.07,4.55,16076,0,3014,,,12.31,13.629,,0.150,10.624,,,,,D,
"  2873 Binzel (1982 FR)",2.251,0.1581,5.90,100.97,168.20,1.895,2.61,3.38,31644,0,3489,,,12.88,6.426,,0.272,2.7036,,,,,Sq,
"  2874 Jim Young (1982 TH)",2.244,0.1344,4.89,79.17,322.72,1.943,2.55,3.36,24598,0,3180,,,12.97,6.552,,0.251,131.3,,,,,S,
"  2875 Lagerkvist (1983 CL)",2.795,0.1033,9.05,340.24,169.99,2.506,3.08,4.67,24271,0,2591,,,12.29,9.511,,0.282,5.628,,,,,S,
"  2879 Shimizu (1932 CB1)",2.773,0.1424,10.73,149.21,26.42,2.378,3.17,4.62,32809,0,3327,,,12.03,21.762,,0.115,18.72,,,,,X,
"  2881 Meiden (1983 AA1)",2.249,0.1538,4.62,172.97,326.80,1.903,2.60,3.37,31306,0,2987,,,13.15,5.672,,0.241,3.48011,,,,,S,
"  2892 Filipenko (1983 AX2)",3.172,0.2030,17.01,325.82,94.23,2.528,3.82,5.65,24954,0,3707,,,10.37,69.492,,0.030,14,,,,,C,
"  2902 Westerlund (1980 FN3)",2.203,0.1984,4.38,178.38,158.87,1.766,2.64,3.27,19438,0,3090,,,14.05,4.120,,0.247,30,,,,,Sq,
"  2905 Plaskett (1982 BZ2)",2.808,0.0956,8.90,9.77,221.27,2.539,3.08,4.7,17796,0,2949,,,12.06,10.224,,0.273,,,,,,S,
"  2906 Caltech (1983 AE2)",3.167,0.1039,30.68,84.41,296.94,2.838,3.50,5.63,23602,0,2732,,,10.25,58.678,,0.051,12.9937,,,,,Xc,
"  2911 Miahelena (1938 GJ)",2.794,0.0973,9.62,149.22,64.27,2.522,3.07,4.67,30593,0,3044,,,11.79,12.214,,0.358,4.201,,,,,S,
"  2912 Lapalma (1942 DM)",2.289,0.0715,7.28,108.14,75.65,2.126,2.45,3.46,29180,0,3164,,,12.68,6.519,,0.456,5.71076,,,,,V,
"  2917 Sawyer Hogg (1980 RR)",2.794,0.1133,12.82,348.67,39.35,2.477,3.11,4.67,18321,0,2744,,,11.97,9.553,,0.404,,,,,,S,
"  2925 Beatty (1978 VC5)",2.389,0.1890,2.22,217.10,278.11,1.938,2.84,3.69,26179,0,2543,,,13.79,7.101,,0.097,3.6612,,,,,Cgh,
"  2929 Harris (1982 BK1)",3.12,0.0670,14.89,142.71,22.74,2.911,3.33,5.51,30500,0,3278,,,11.83,16.176,,0.155,3.13,,,,,T,
"  2930 Euripides (6554 P-L)",2.779,0.0227,4.06,359.15,103.21,2.716,2.84,4.63,24277,0,2877,,,13.12,14.867,,0.050,,,,,,C,
"  2934 Aristophanes (4006 P-L)",3.171,0.0531,8.80,202.18,90.52,3.003,3.34,5.65,22303,0,3116,,,11.75,21.941,,0.110,10.3686,,,,,Ch,
"  2949 Kaverznev (1970 PR)",2.194,0.1397,4.87,163.12,130.97,1.888,2.50,3.25,24941,0,3049,,,13.21,6.959,,0.230,,,,,,S,
"  2952 Lilliputia (1979 SF2)",2.314,0.1706,3.32,323.21,78.63,1.919,2.71,3.52,24131,0,2481,,,14.30,6.030,,0.101,3.26,,,,,Cb,
"  2953 Vysheslavia (1979 SV11)",2.832,0.0235,1.07,250.64,14.19,2.765,2.90,4.77,25553,0,3708,,,11.85,12.546,,0.257,6.2945,,,,,S,
"  2955 Newburn (1982 BX1)",2.18,0.1155,3.59,32.40,234.85,1.929,2.43,3.22,24539,0,2850,,,13.42,5.427,,0.315,,,,,,S,
"  2956 Yeomans (1982 HN1)",2.764,0.0913,2.87,112.20,123.25,2.512,3.02,4.6,17285,0,3589,,,12.32,9.350,,0.292,3.4,,,,,Sr,
"  2957 Tatsuo (1934 CB1)",3.019,0.0927,8.70,249.30,60.58,2.739,3.30,5.25,32117,0,3193,,,10.97,22.473,,0.211,6.8191,,,,,K,
"  2973 Paola (1951 AJ)",2.468,0.1534,1.56,336.24,91.30,2.089,2.85,3.88,25724,0,3093,,,13.19,12.079,,0.050,24,,,,,B,
"  2977 Chivilikhin (1974 SP)",2.784,0.1699,9.59,170.41,184.76,2.311,3.26,4.65,17279,0,2795,,,12.60,9.050,,0.179,6.2574,,,,,S,
"  2988 Korhonen (1943 EM)",2.607,0.1246,14.73,100.88,133.33,2.282,2.93,4.21,33108,0,2902,,,11.83,13.671,,0.216,29.494,,,,,S,
"  2996 Bowman (1954 RJ)",2.783,0.0312,3.66,334.29,301.40,2.696,2.87,4.64,30636,0,3269,,,12.14,20.381,,0.067,12.829,,,,,Xc,
"  3000 Leonardo (1981 EG19)",2.35,0.1812,2.75,200.97,173.67,1.925,2.78,3.6,21790,0,2465,,,13.86,9.838,,0.115,7.524,,,,,B,
"  3007 Reaves (1979 UC)",2.368,0.1330,8.33,68.78,252.89,2.053,2.68,3.64,25980,0,3103,,,12.74,11.468,,0.147,4.15554,,,,,X,
"  3020 Naudts (1949 PR)",2.761,0.0598,6.27,141.84,196.73,2.596,2.93,4.59,32806,0,3237,,,12.38,11.981,,0.178,126.247,,,,,Sl,
"  3028 Zhangguoxi (1978 TA2)",3.019,0.0311,9.51,189.44,4.57,2.925,3.11,5.25,43747,0,3604,,,10.77,25.58,,0.1417,4.826,,,,,K,
"  3037 Alku (1944 BA)",2.674,0.1859,19.01,107.74,330.95,2.177,3.17,4.37,28484,0,2589,,,11.87,29.876,,0.044,11.844,,,,,C,
"  3060 Delcano (1982 RD1)",2.278,0.1769,7.26,326.68,5.00,1.875,2.68,3.44,25200,0,2961,,,13.23,7.145,,0.218,2.80265,,,,,S,
"  3065 Sarahill (1984 CV)",2.721,0.0638,4.30,303.04,210.67,2.547,2.89,4.49,24598,0,3174,,,12.45,19.499,,0.066,7.4525,,,,,Ch,
"  3074 Popov (1979 YE9)",2.339,0.1106,2.42,348.65,152.18,2.080,2.60,3.58,20908,0,2908,,,13.85,9.875,,0.070,,,,,,B,
"  3085 Donna (1980 DA)",2.387,0.1018,3.83,270.96,159.93,2.144,2.63,3.69,26187,0,2946,,,13.24,6.976,,0.209,4.7979,,,,,Sl,
"  3090 Tjossem (1982 AN)",3.175,0.0739,9.56,170.36,188.17,2.941,3.41,5.66,25679,0,2204,,,13.03,14.345,,0.124,42.8932,,,,,Cg,
"  3096 Bezruc (1981 QC1)",2.667,0.1946,12.15,168.50,165.78,2.148,3.19,4.36,32285,0,2872,,,12.80,17.122,,0.044,27.35,,,,,C,
"  3121 Tamines (1981 EV)",2.228,0.0850,6.37,125.48,87.86,2.038,2.42,3.32,15832,0,3136,,,13.37,6.059,,0.313,4.043,,,,,S,
"  3137 Horky (1982 SM1)",2.4,0.1904,2.48,286.51,135.94,1.944,2.86,3.72,26157,0,2682,,,13.44,6.685,,0.207,,,,,,C,
"  3151 Talbot (1983 HF)",2.763,0.1372,19.51,212.23,37.86,2.384,3.14,4.59,25792,0,3328,,,11.64,13.618,,0.237,19.454,,,,,S,
"  3155 Lee (1984 SP3)",2.343,0.1003,7.20,28.43,29.25,2.108,2.58,3.59,32817,0,3297,,,12.46,,,,8.31,,,,,V,
"  3169 Ostro (1981 LA)",1.892,0.0671,24.90,96.36,32.88,1.765,2.02,2.6,24848,0,2461,,,12.74,4.662,,0.960,6.503,,0.771,0.306,,Xe,TS
"  3170 Dzhanibekov (1979 SS11)",2.928,0.0888,2.02,26.77,79.60,2.668,3.19,5.01,20431,0,3492,,,12.57,9.597,,0.304,6.0724,,,,,S,
"  3175 Netto (1979 YP)",2.363,0.2127,0.65,208.31,190.49,1.860,2.87,3.63,32281,0,2666,,,13.58,5.942,,0.112,,,,,,S,
"  3179 Beruti (1962 FA)",3.09,0.1620,1.76,179.53,276.71,2.589,3.59,5.43,25902,0,2999,,,12.05,20.835,,0.071,5.383,,,,,C,
"  3181 Ahnert (1964 EC)",2.229,0.0649,3.96,221.12,304.33,2.084,2.37,3.33,33062,0,3117,,,12.70,7.961,,0.216,,,,,,S,
"  3192 A'Hearn (1982 BY1)",2.376,0.1703,2.88,56.65,91.93,1.972,2.78,3.66,17050,0,2737,,,13.78,4.361,,0.283,3.16,,,,,C,
"  3197 Weissman (1981 AD)",2.665,0.1816,16.41,111.63,313.29,2.181,3.15,4.35,24268,0,3225,,,11.66,18.984,,0.132,6.112,,,,,Cgh,
"  3209 Buchwald (1982 BL1)",2.192,0.0533,5.23,128.24,30.20,2.075,2.31,3.25,24477,0,2894,,,13.45,5.818,,0.250,27.98,,,,,S,
"  3214 Makarenko (1978 TZ6)",3.013,0.0601,11.51,100.22,154.98,2.832,3.19,5.23,24347,0,3097,,,11.51,18.442,,0.136,,,,,,Xc,
"  3216 Harrington (1980 RB)",2.396,0.3030,4.91,107.88,224.66,1.670,3.12,3.71,24630,0,2687,,,13.80,4.029,,0.433,,,,,,S,
"  3224 Irkutsk (1977 RL6)",2.783,0.1669,4.32,227.82,3.94,2.318,3.25,4.64,25016,0,3487,,,11.65,24.900,,0.045,33.14,,,,,X,
"  3248 Farinella (1982 FK)",3.205,0.1518,10.90,12.04,317.16,2.719,3.69,5.74,32224,0,4271,,,10.94,36.553,,0.050,6.6749,,,,,D,
"  3249 Musashino (1977 DT4)",2.346,0.2466,3.37,76.24,310.08,1.767,2.92,3.59,21824,0,2845,,,13.57,5.108,,0.184,4.552717,,,,,S,
"  3254 Bus (1982 UM)",3.97,0.1553,4.41,42.77,302.78,3.354,4.59,7.91,14352,0,2847,,,11.28,31.104,,0.073,6.62,,,,,T,
"  3256 Daguerre (1981 SJ1)",2.776,0.0992,7.84,174.28,267.69,2.501,3.05,4.63,16474,0,3069,,,12.58,20.551,,0.037,,,,,,X,
"  3258 Somnium (1983 RJ)",2.206,0.1963,7.55,44.99,297.04,1.773,2.64,3.28,15594,0,2827,,,13.29,,,,5.3379,,,,,S,
"  3262 Miune (1983 WB)",3.009,0.0666,9.46,72.89,59.09,2.809,3.21,5.22,19818,0,3554,,,11.14,22.627,,0.151,18.692,,,,,X,
"  3265 Fletcher (1953 VN2)",2.411,0.1417,6.93,72.80,297.67,2.070,2.75,3.74,31880,0,3044,,,13.03,5.909,,0.384,,,,,,V,
"  3306 Byron (1979 SM11)",2.248,0.1441,4.53,213.30,64.59,1.924,2.57,3.37,21697,0,3079,,,12.88,7.610,,0.282,7.321,,,,,S,
"  3307 Athabasca (1981 DE1)",2.259,0.0955,6.37,263.15,146.58,2.044,2.48,3.4,16454,0,2363,,,13.98,3.628,,0.444,4.902,,,,,V,
"  3309 Brorfelde (1982 BH)",1.817,0.0531,21.13,29.77,218.48,1.721,1.91,2.45,14401,0,2583,,,13.78,5.038,,0.408,2.5041,,,,,S,
"  3311 Podobed (1976 QM1)",2.788,0.0402,0.93,157.33,8.83,2.676,2.90,4.65,24350,0,3321,,,12.37,17.336,,0.039,,,,,,T,
"  3314 Beals (1981 FH)",2.218,0.0454,7.41,359.41,46.09,2.117,2.32,3.3,34179,0,2793,,,12.91,6.776,,0.221,5.4616,,,,,S,
"  3317 Paris (1984 KF)",5.223,0.1284,27.87,135.91,150.42,4.552,5.89,11.9,21281,0,3140,,,8.53,118.790,,0.055,7.0812,,,,,T,
"  3320 Namba (1982 VZ4)",2.459,0.0489,4.06,218.09,346.81,2.338,2.58,3.86,15781,0,3025,,,13.14,6.706,,0.188,,,,,,S,
"  3340 Yinhai (1979 TK)",2.233,0.1944,5.60,35.59,283.53,1.799,2.67,3.34,30050,0,2819,,,13.46,,,,,,,,,S,
"  3345 Tarkovskij (1982 YC1)",2.472,0.1919,15.87,304.84,194.68,1.997,2.95,3.89,30460,0,3157,,,12.10,21.698,,0.041,187,,,,,C,
"  3349 Manas (1979 FH2)",2.742,0.0315,4.23,58.43,152.13,2.656,2.83,4.54,25439,0,3056,,,12.64,10.136,,0.187,,,,,,L,
"  3363 Bowen (1960 EE)",2.777,0.1006,3.33,183.14,312.25,2.497,3.06,4.63,24828,0,3238,,,12.23,9.365,,0.319,3.0219,,,,,Sq,
"  3364 Zdenka (1984 GF)",2.198,0.1048,5.55,145.98,108.32,1.968,2.43,3.26,30653,0,3082,,,13.56,5.399,,0.183,7.584,,,,,S,
"  3365 Recogne (1985 CG2)",2.711,0.1738,7.80,189.32,108.96,2.240,3.18,4.46,18912,0,3516,,,12.56,17.716,,0.069,,,,,,C,
"  3367 Alex (1983 CA3)",2.785,0.0679,5.32,258.15,236.83,2.596,2.97,4.65,24778,0,3058,,,12.44,9.607,,0.101,9.6,,,,,X,
"  3371 Giacconi (1955 RZ)",2.738,0.0129,9.67,293.59,346.02,2.703,2.77,4.53,24032,0,3239,,,12.14,10.973,,0.258,,,,,,Sq,
"  3375 Amy (1981 JY1)",2.172,0.0262,1.08,169.20,353.64,2.115,2.23,3.2,24410,0,3148,,,14.04,6.721,,0.125,3.255633,,,,,C,
"  3376 Armandhammer (1982 UJ8)",2.35,0.0667,6.34,249.98,329.21,2.193,2.51,3.6,24948,0,3126,,,12.46,7.894,,0.212,7.916,,,,,Sq,
"  3385 Bronnina (1979 SK11)",2.221,0.0408,6.80,197.66,68.73,2.130,2.31,3.31,33132,0,3403,,,12.50,7.689,,0.318,2.95911,,,,,S,
"  3389 Sinzot (1984 DU)",2.772,0.1396,7.06,149.97,269.46,2.385,3.16,4.62,20902,0,3147,,,12.65,20.768,,0.045,7.539,,,,,C,
"  3394 Banno (1986 DB)",2.317,0.1976,7.09,192.30,335.35,1.859,2.77,3.53,23057,0,2638,,,13.19,6.298,,0.271,7.321,,,,,S,
"  3395 Jitka (1985 UN)",2.793,0.0559,4.03,4.89,104.64,2.637,2.95,4.67,22885,0,3182,,,11.85,10.863,,0.207,18.293,,,,,Sr,
"  3406 Omsk (1969 DA)",2.796,0.1310,8.36,269.83,310.57,2.430,3.16,4.68,19218,0,3135,,,11.88,16.058,,0.224,7.275,,,,,X,
"  3417 Tamblyn (1937 GG)",2.422,0.2286,7.94,88.28,113.48,1.868,2.98,3.77,30961,0,2752,,,13.69,4.581,,0.250,5.4694,,,,,S,
"  3430 Bradfield (1980 TF4)",2.759,0.0988,4.43,43.13,277.70,2.486,3.03,4.58,17429,0,3182,,,12.58,8.492,,0.269,,,,,,Sq,
"  3435 Boury (1981 XC2)",2.324,0.0466,7.72,170.77,297.81,2.216,2.43,3.54,25358,0,2896,,,13.19,7.251,,0.212,14.42,,,,,C,
"  3440 Stampfer (1950 DD)",2.803,0.0556,7.54,171.13,145.73,2.647,2.96,4.69,32165,0,2946,,,12.67,10.588,,0.173,,,,,,X,
"  3451 Mentor (1984 HA1)",5.158,0.0726,24.64,179.57,130.27,4.784,5.53,11.7,14153,0,3388,,,8.49,126.288,,0.044,7.702,,,,,X,
"  3458 Boduognat (1985 RT3)",2.449,0.1569,2.13,155.98,336.22,2.065,2.83,3.83,32513,0,3194,,,12.74,7.396,,0.245,3.8565,,,,,Sl,
"  3474 Linsley (1962 HE)",2.556,0.2078,5.99,169.02,108.48,2.025,3.09,4.09,21809,0,2788,,,12.91,8.080,,0.171,9.22,,,,,Sa,
"  3491 Fridolin (1984 SM4)",2.795,0.0947,4.02,161.29,246.82,2.530,3.06,4.67,17337,0,3376,,,12.33,8.001,,0.303,9.898,,,,,Sq,
"  3493 Stepanov (1976 GR6)",2.203,0.0878,5.98,122.12,76.33,2.010,2.40,3.27,16739,0,3091,,,13.19,6.300,,0.281,6.112,,,,,S,
"  3498 Belton (1981 EG14)",2.354,0.1026,6.24,223.52,191.21,2.113,2.60,3.61,15260,0,2028,,,14.17,3.300,,0.646,,,,,,V,
"  3507 Vilas (1982 UX)",3.13,0.1582,3.25,88.23,182.66,2.635,3.63,5.54,20535,0,3600,,,11.55,24.917,,0.096,3.959,,,,,Ch,
"  3511 Tsvetaeva (1982 TC2)",2.745,0.2004,8.67,229.55,237.89,2.195,3.29,4.55,24031,0,3039,,,12.20,9.641,,0.300,6.2279,,,,,S,
"  3526 Jeffbell (1984 CN)",2.792,0.0922,8.49,42.42,244.59,2.534,3.05,4.66,26367,0,3374,,,12.44,22.055,,0.044,,,,,,Ch,
"  3527 McCord (1985 GE1)",2.291,0.1223,5.51,219.14,355.09,2.011,2.57,3.47,27237,0,3206,,,12.81,7.163,,0.208,321,,,,,S,
"  3533 Toyota (1986 UE)",2.219,0.1176,4.87,197.16,237.74,1.958,2.48,3.31,24772,0,2981,,,13.00,,,,2.9807,,,,,Xk,
"  3534 Sax (1936 XA)",2.752,0.1943,7.64,247.07,200.81,2.217,3.29,4.57,30984,0,2777,,,12.44,9.011,,0.229,6.221,,,,,S,
"  3536 Schleicher (1981 EV20)",2.343,0.0497,6.55,341.00,113.87,2.227,2.46,3.59,16291,0,2228,,,14.02,3.145,,0.197,5.79,,,,,V,
"  3542 Tanjiazhen (1964 TN2)",3.172,0.0851,8.08,265.98,61.26,2.902,3.44,5.65,20912,0,2577,,,12.52,18.437,,0.106,,,,,,C,
"  3545 Gaffey (1981 WK2)",2.87,0.0559,2.97,61.24,255.42,2.710,3.03,4.86,18870,0,3111,,,12.26,12.435,,0.165,,,,,,Sa,
"  3546 Atanasoff (1983 SC)",2.693,0.0257,7.03,335.16,249.12,2.624,2.76,4.42,23231,0,3223,,,12.37,9.980,,0.234,3.754,,,,,Sa,
"  3563 Canterbury (1985 FE)",2.792,0.1798,6.96,267.74,345.86,2.290,3.29,4.67,15773,0,3193,,,12.75,16.924,,0.050,15.553,,,,,Ch,
"  3566 Levitan (1979 YA9)",2.362,0.1256,2.27,289.20,194.09,2.066,2.66,3.63,20817,0,3019,,,13.16,14.765,,0.056,5.6143,,,,,B,
"  3567 Alvema (1930 VD)",2.784,0.3132,6.83,270.97,138.14,1.912,3.66,4.64,33095,0,2295,,,13.15,14.531,,0.047,8.17,,,,,Xc,
"  3575 Anyuta (1984 DU2)",2.75,0.1224,7.76,71.19,158.88,2.413,3.09,4.56,31956,0,3201,,,12.23,11.735,,0.120,6.321,,,,,X,
"  3576 Galina (1984 DB3)",2.394,0.1330,10.09,20.38,48.17,2.076,2.71,3.7,24603,0,2686,,,13.08,7.366,,0.194,3.3423,,,,,Sl,
"  3579 Rockholt (1977 YA)",2.737,0.3548,31.12,14.25,109.17,1.766,3.71,4.53,15990,0,1254,,,13.79,6.908,,0.120,,,,,,B,
"  3587 Descartes (1981 RK5)",2.703,0.0369,7.83,32.81,26.50,2.604,2.80,4.44,17073,0,2656,,,12.80,14.594,,0.059,,,,,,C,
"  3592 Nedbal (1980 CT)",2.347,0.1898,9.67,20.48,62.95,1.901,2.79,3.59,24366,0,2219,,,13.83,5.354,,0.224,2.55004,,,,,S,
"  3611 Dabu (1981 YY1)",2.786,0.2152,8.49,135.67,290.84,2.186,3.39,4.65,18255,0,2531,,,13.04,14.044,,0.044,31.9351,,,,,Ch,
"  3627 Sayers (1973 DS)",2.348,0.1483,9.71,85.59,127.03,2.000,2.70,3.6,17844,0,2834,,,13.73,11.062,,0.055,19.3,,,,,B,
"  3628 Boznemcova (1979 WD)",2.54,0.2974,6.88,156.64,187.90,1.784,3.30,4.05,33460,0,3399,,,12.87,6.914,,0.359,3.33541,,,,,O,
"  3630 Lubomir (1984 QN)",2.767,0.2064,7.42,336.62,323.94,2.196,3.34,4.6,26228,0,2971,,,12.88,13.403,,0.031,,,,,,Ch,
"  3636 Pajdusakova (1982 UJ2)",2.276,0.1766,4.10,26.96,93.85,1.874,2.68,3.43,24424,0,2353,,,13.94,4.055,,0.356,,,,,,S,
"  3640 Gostin (1985 TR3)",2.225,0.0858,4.31,289.15,155.29,2.034,2.42,3.32,24193,0,3363,,,12.68,7.148,,0.239,3.2641,,,,,S,
"  3642 Frieden (1953 XL1)",2.791,0.0793,13.47,131.28,15.58,2.569,3.01,4.66,31319,0,3305,,,11.30,31.899,,0.071,14.491,,,,,C,
"  3645 Fabini (1981 QZ)",2.7,0.0814,7.12,261.82,108.51,2.480,2.92,4.44,22745,0,2962,,,12.47,19.928,,0.059,4.633,,,,,C,
"  3647 Dermott (1986 AD1)",2.801,0.1033,8.05,126.13,218.41,2.512,3.09,4.69,25700,0,3459,,,11.69,26.754,,0.069,21.779,,,,,B,
"  3654 AAS (1949 QH1)",2.262,0.2007,2.11,200.80,182.53,1.808,2.72,3.4,30047,0,2877,,,14.11,4.280,,0.266,,,,,,Sq,
"  3658 Feldman (1982 TR)",2.186,0.0639,4.01,320.37,107.10,2.047,2.33,3.23,24399,0,2697,,,13.48,5.021,,0.335,,,,,,S,
"  3669 Vertinskij (1982 UO7)",2.214,0.0699,4.82,90.89,35.59,2.060,2.37,3.29,26346,0,3119,,,13.23,6.243,,0.238,2.7353,,,,,S,
"  3670 Northcott (1983 BN)",2.744,0.0180,6.44,106.96,146.79,2.694,2.79,4.55,18853,0,3401,,,12.39,18.894,,0.065,6.992,,,,,X,
"  3678 Mongmanwai (1966 BO)",2.551,0.1905,8.29,141.97,51.54,2.065,3.04,4.08,26225,0,3124,,,12.73,7.972,,0.253,4.184,,,,,S,
"  3684 Berry (1983 AK)",2.287,0.1539,6.81,94.96,67.60,1.935,2.64,3.46,18130,0,2263,,,13.92,12.37,,0.0504,11.9,,,,,C,
"  3686 Antoku (1987 EB)",2.739,0.1475,5.73,134.54,79.04,2.335,3.14,4.53,24490,0,3237,,,12.52,17.744,,0.059,6.734,,,,,X,
"  3687 Dzus (A908 TC)",2.727,0.1999,15.79,224.84,113.44,2.182,3.27,4.5,41367,0,2807,,,11.61,30.932,,0.046,58.12,,,,,Ch,
"  3700 Geowilliams (1984 UL2)",2.417,0.2236,12.10,289.12,153.05,1.876,2.96,3.76,17548,0,2541,,,12.68,7.753,,0.233,14.387,,,,,Sk,
"  3701 Purkyne (1985 DW)",2.799,0.0906,4.92,115.52,299.89,2.545,3.05,4.68,25549,0,3174,,,12.54,9.013,,0.261,,,,,,S,
"  3704 Gaoshiqi (1981 YX1)",2.411,0.0511,5.89,233.64,37.90,2.288,2.53,3.74,24609,0,3183,,,12.68,9.576,,0.243,9.699,,,,,Xk,
"  3710 Bogoslovskij (1978 RD6)",2.74,0.1595,13.80,198.80,127.73,2.303,3.18,4.54,15848,0,2664,,,12.63,11.625,,0.131,,,,,,Cgh,
"  3712 Kraft (1984 YC)",2.736,0.2553,31.70,287.88,200.60,2.037,3.43,4.52,13325,0,2212,,,11.78,11.159,,0.325,9.341,,,,,S,
"  3713 Pieters (1985 FA2)",3.022,0.0975,11.37,109.15,213.38,2.727,3.32,5.25,26547,0,3669,,,11.62,16.024,,0.189,6.9,,,,,K,
"  3730 Hurban (1983 XM1)",2.726,0.1621,6.94,305.27,42.72,2.284,3.17,4.5,37213,0,3339,,,11.86,26.996,,0.051,4.649,,,,,Xk,
"  3734 Waland (9527 P-L)",2.747,0.0540,3.49,180.43,296.06,2.599,2.90,4.55,22388,0,2983,,,12.88,9.039,,0.197,,,,,,Ld,
"  3744 Horn-d'Arturo (1983 VE)",2.631,0.2750,3.75,227.92,185.67,1.907,3.35,4.27,24367,0,2773,,,13.10,14.758,,0.046,6.118,,,,,Ch,
"  3759 Piironen (1984 AP)",2.718,0.1180,13.05,292.87,165.75,2.397,3.04,4.48,13747,0,2704,,,11.96,32.15,,0.0297,8.213,,,,,X,
"  3762 Amaravella (1976 QN1)",2.274,0.0784,1.46,163.79,188.49,2.095,2.45,3.43,24790,0,3360,,,13.56,3.898,,0.507,,,,,,X,
"  3767 DiMaggio (1986 LC)",2.602,0.1389,13.71,122.78,74.55,2.241,2.96,4.2,16868,0,3247,,,11.65,13.393,,0.326,6.581,,,,,Sa,
"  3775 Ellenbeth (1931 TC4)",2.789,0.2293,8.24,30.34,314.03,2.150,3.43,4.66,32969,0,3548,,,12.95,17.091,,0.036,24.246,,,,,Ch,
"  3782 Celle (1986 TE)",2.416,0.0935,5.25,271.34,333.73,2.190,2.64,3.75,18886,0,3266,,,12.70,5.924,,0.418,3.84,,,,,V,
"  3788 Steyaert (1986 QM3)",2.792,0.1045,9.68,135.13,105.98,2.500,3.08,4.67,24518,0,2777,,,12.17,9.799,,0.320,18.467,,,,,S,
