Record Length,1.024000e+03,,          0.00000,  -0.18970,
Sample Interval,2.466067e-03,,          0.00247,  -2.98970,
Trigger Point,0.000000000000e+00,,          0.00493, -51.38970,
,,,          0.00740, -48.98970,
,,,          0.00986, -46.58970,
,,,          0.01233, -49.38970,
Source,MATH,,          0.01480, -44.98970,
Vertical Units,dB,,          0.01726, -45.38970,
Vertical Scale,1.000000e+01,,          0.01973, -48.98970,
Vertical Offset,0.000000e+00,,          0.02219, -54.18970,
Horizontal Units,Hz,,          0.02466, -53.38970,
Horizontal Scale,2.525253e-01,,          0.02713, -49.38970,
Pt Fmt,Y,,          0.02959, -50.18970,
Yzero,-2.698970e+01,,          0.03206, -44.98970,
Probe Atten,1.000000e+00,,          0.03452, -49.78970,
Model Number,TDS2024C,,          0.03699, -66.98970,
Serial Number,C010889,,          0.03946, -50.58970,
Firmware Version,FV:v24.09,,          0.04192, -46.58970,
,,,0.04439, -45.38970,
,,,0.04686, -54.58970,
,,,0.04933, -52.98970,
,,,0.05180, -54.98970,
,,,0.05427, -46.98970,
,,,0.05674, -50.98970,
,,,0.05921, -51.38970,
,,,0.06168, -46.98970,
,,,0.06415, -44.58970,
,,,0.06662, -44.18970,
,,,0.06909, -46.58970,
,,,0.07156, -50.58970,
,,,0.07403, -50.98970,
,,,0.07650, -44.58970,
,,,0.07897, -50.18970,
,,,0.08144, -53.78970,
,,,0.08391, -44.98970,
,,,0.08638, -46.98970,
,,,0.08885, -48.58970,
,,,0.09132, -46.98970,
,,,0.09379, -56.58970,
,,,0.09626, -50.98970,
,,,0.09873, -52.98970,
,,,0.10120, -53.38970,
,,,0.10367, -52.18970,
,,,0.10614, -62.98970,
,,,0.10861, -50.58970,
,,,0.11108, -56.98970,
,,,0.11355, -63.38970,
,,,0.11602, -48.98970,
,,,0.11849, -65.78970,
,,,0.12096, -50.18970,
,,,0.12343, -52.98970,
,,,0.12590, -54.98970,
,,,0.12837, -52.98970,
,,,0.13084, -47.38970,
,,,0.13331, -52.58970,
,,,0.13578, -55.78970,
,,,0.13825, -50.18970,
,,,0.14072, -59.78970,
,,,0.14319, -47.38970,
,,,0.14566, -52.18970,
,,,0.14813, -50.98970,
,,,0.15060, -50.58970,
,,,0.15307, -58.98970,
,,,0.15554, -50.98970,
,,,0.15801, -61.78970,
,,,0.16048, -48.18970,
,,,0.16295, -54.58970,
,,,0.16542, -65.78970,
,,,0.16789, -56.18970,
,,,0.17036, -57.38970,
,,,0.17283, -65.78970,
,,,0.17530, -50.18970,
,,,0.17777, -48.58970,
,,,0.18024, -55.78970,
,,,0.18271, -51.38970,
,,,0.18518, -51.38970,
,,,0.18765, -52.58970,
,,,0.19012, -60.58970,
,,,0.19259, -50.18970,
,,,0.19506, -48.98970,
,,,0.19753, -48.98970,
,,,0.20000, -52.58970,
,,,0.20247, -48.18970,
,,,0.20494, -49.38970,
,,,0.20741, -53.38970,
,,,0.20988, -52.18970,
,,,0.21235, -50.98970,
,,,0.21482, -51.38970,
,,,0.21729, -55.38970,
,,,0.21976, -60.98970,
,,,0.22223, -48.18970,
,,,0.22470, -54.58970,
,,,0.22717, -49.78970,
,,,0.22964, -46.98970,
,,,0.23211, -54.18970,
,,,0.23458, -53.38970,
,,,0.23705, -51.78970,
,,,0.23952, -45.78970,
,,,0.24199, -51.38970,
,,,0.24446, -66.98970,
,,,0.24693, -51.78970,
,,,0.24940, -49.78970,
,,,0.25187, -51.38970,
,,,0.25434, -53.38970,
,,,0.25681, -51.38970,
,,,0.25928, -50.58970,
,,,0.26175, -50.58970,
,,,0.26422, -52.58970,
,,,0.26669, -52.98970,
,,,0.26916, -50.58970,
,,,0.27163, -50.18970,
,,,0.27410, -53.78970,
,,,0.27657, -56.98970,
,,,0.27904, -56.98970,
,,,0.28151, -53.78970,
,,,0.28398, -50.98970,
,,,0.28645, -52.18970,
,,,0.28892, -49.38970,
,,,0.29139, -46.18970,
,,,0.29386, -50.18970,
,,,0.29633, -58.98970,
,,,0.29880, -48.98970,
,,,0.30127, -56.98970,
,,,0.30374, -59.78970,
,,,0.30621, -50.18970,
,,,0.30868, -61.78970,
,,,0.31115, -56.18970,
,,,0.31362, -54.98970,
,,,0.31609, -50.18970,
,,,0.31856, -52.98970,
,,,0.32103, -49.78970,
,,,0.32350, -48.58970,
,,,0.32597, -50.18970,
,,,0.32844, -57.78970,
,,,0.33091, -60.98970,
,,,0.33338, -58.98970,
,,,0.33585, -54.98970,
,,,0.33832, -55.78970,
,,,0.34079, -55.38970,
,,,0.34326, -50.98970,
,,,0.34573, -51.38970,
,,,0.34820, -54.98970,
,,,0.35067, -48.58970,
,,,0.35314, -51.38970,
,,,0.35561, -52.58970,
,,,0.35808, -57.38970,
,,,0.36055, -55.78970,
,,,0.36302, -52.98970,
,,,0.36549, -48.58970,
,,,0.36796, -46.58970,
,,,0.37043, -52.18970,
,,,0.37290, -63.38970,
,,,0.37537, -53.78970,
,,,0.37784, -52.18970,
,,,0.38031, -46.58970,
,,,0.38278, -46.98970,
,,,0.38525, -57.38970,
,,,0.38772, -54.98970,
,,,0.39019, -52.58970,
,,,0.39266, -48.58970,
,,,0.39513, -52.98970,
,,,0.39760, -52.58970,
,,,0.40007, -50.18970,
,,,0.40254, -53.78970,
,,,0.40501, -49.38970,
,,,0.40748, -49.38970,
,,,0.40995, -44.98970,
,,,0.41242, -52.18970,
,,,0.41489, -40.58970,
,,,0.41736, -38.18970,
,,,0.41983, -46.98970,
,,,0.42230, -55.78970,
,,,0.42477, -45.78970,
,,,0.42724, -46.98970,
,,,0.42971, -47.38970,
,,,0.43218, -46.58970,
,,,0.43465, -46.18970,
,,,0.43712, -48.98970,
,,,0.43959, -50.58970,
,,,0.44206, -58.98970,
,,,0.44453, -58.98970,
,,,0.44700, -48.18970,
,,,0.44947, -44.98970,
,,,0.45194, -47.38970,
,,,0.45441, -46.98970,
,,,0.45688, -51.78970,
,,,0.45935, -60.58970,
,,,0.46182, -66.98970,
,,,0.46429, -46.18970,
,,,0.46676, -42.58970,
,,,0.46923, -52.58970,
,,,0.47170, -50.58970,
,,,0.47417, -47.38970,
,,,0.47664, -52.18970,
,,,0.47911, -51.78970,
,,,0.48158, -60.98970,
,,,0.48405, -50.98970,
,,,0.48652, -50.18970,
,,,0.48899, -48.98970,
,,,0.49146, -47.38970,
,,,0.49393, -43.38970,
,,,0.49640, -65.78970,
,,,0.49887, -50.18970,
,,,0.50134, -49.78970,
,,,0.50381, -57.78970,
,,,0.50628, -42.98970,
,,,0.50875, -46.58970,
,,,0.51122, -49.78970,
,,,0.51369, -47.78970,
,,,0.51616, -52.58970,
,,,0.51863, -51.78970,
,,,0.52110, -57.38970,
,,,0.52357, -42.98970,
,,,0.52604, -42.18970,
,,,0.52851, -51.78970,
,,,0.53098, -50.98970,
,,,0.53345, -42.98970,
,,,0.53592, -59.78970,
,,,0.53839, -48.58970,
,,,0.54086, -50.18970,
,,,0.54333, -46.18970,
,,,0.54580, -51.78970,
,,,0.54827, -49.78970,
,,,0.55074, -53.78970,
,,,0.55321, -66.98970,
,,,0.55568, -56.98970,
,,,0.55815, -65.78970,
,,,0.56062, -47.78970,
,,,0.56309, -53.78970,
,,,0.56556, -44.98970,
,,,0.56803, -46.98970,
,,,0.57050, -49.38970,
