Record Length,1.024000e+03,,          0.00000, -32.94850,
Sample Interval,2.466067e-03,,          0.00247, -35.74850,
Trigger Point,0.000000000000e+00,,          0.00493, -83.74850,
,,,          0.00740, -81.74850,
,,,          0.00986, -79.74850,
,,,          0.01233, -88.94850,
Source,MATH,,          0.01480, -84.94850,
Vertical Units,dB,,          0.01726, -85.74850,
Vertical Scale,1.000000e+01,,          0.01973, -93.74850,
Vertical Offset,0.000000e+00,,          0.02219, -93.74850,
Horizontal Units,Hz,,          0.02466, -94.94850,
Horizontal Scale,2.525253e-01,,          0.02713, -86.94850,
Pt Fmt,Y,,          0.02959, -93.74850,
Yzero,-5.494850e+01,,          0.03206, -86.94850,
Probe Atten,1.000000e+00,,          0.03452, -83.74850,
Model Number,TDS2024C,,          0.03699, -83.74850,
Serial Number,C010889,,          0.03946, -86.94850,
Firmware Version,FV:v24.09,,          0.04192, -85.74850,
,,,0.04439, -82.94850,
,,,0.04686, -84.94850,
,,,0.04933, -85.74850,
,,,0.05180, -79.74850,
,,,0.05427, -81.74850,
,,,0.05674, -86.94850,
,,,0.05921, -85.34850,
,,,0.06168, -83.74850,
,,,0.06415, -84.94850,
,,,0.06662, -91.34850,
,,,0.06909, -93.74850,
,,,0.07156, -93.74850,
,,,0.07403, -86.94850,
,,,0.07650, -82.94850,
,,,0.07897, -85.74850,
,,,0.08144, -93.74850,
,,,0.08391, -90.94850,
,,,0.08638, -93.74850,
,,,0.08885, -89.74850,
,,,0.09132, -80.94850,
,,,0.09379, -79.74850,
,,,0.09626, -80.94850,
,,,0.09873, -87.74850,
,,,0.10120, -94.94850,
,,,0.10367, -94.94850,
,,,0.10614, -94.94850,
,,,0.10861, -85.74850,
,,,0.11108, -82.14850,
,,,0.11355, -93.74850,
,,,0.11602, -90.94850,
,,,0.11849, -90.94850,
,,,0.12096, -94.94850,
,,,0.12343, -94.94850,
,,,0.12590, -93.74850,
,,,0.12837, -94.94850,
,,,0.13084, -93.74850,
,,,0.13331, -94.94850,
,,,0.13578, -90.94850,
,,,0.13825, -93.74850,
,,,0.14072, -94.94850,
